NUMH;AENC;TENC;TERH;MUNI;SEXO;LNAC;EDAD;NACI;LEST;ENRE;FOCU;SJUB;SILH;EMPTP;JRED;BUSQ;RBUSQ;JORB;GBUSQ;FBUSQ;MSBUSQ1;DISP;PRA1;PRA2;PROF;RACT;SPRO;SECT;CONTR;HTRA;PARE;ELEV
1586;2023;2;48;9;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;2;3;10;4;2;1;37;1;256,3484
1586;2023;2;48;9;6;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;240,7079
1587;2023;2;20;9;1;1;13;1;:;N;N;4;1;;;N;;;;;;;4;4;7;2;4;2;;;3;165,9836
1587;2023;2;20;9;6;1;18;1;:;N;N;2;4;;;N;;;;;;;4;7;5;4;2;;;;1;244,9549
1588;2023;2;48;1;6;1;13;1;:;N;N;4;1;;;N;;;;;;;4;4;5;4;4;2;;;1;237,7821
1589;2023;2;48;9;6;1;11;1;:;N;S;4;1;1;4;N;;;;;;;1;2;2;9;4;1;5;0;2;257,3335
1589;2023;2;48;9;1;1;12;1;:;N;N;4;1;1;4;N;;;;;;;1;2;2;9;1;;;0;1;268,9956
1589;2023;2;48;9;1;1;5;1;:;S;N;4;1;;;N;;;;;;;4;4;3;2;4;2;;;3;240,7469
1589;2023;2;48;9;1;1;4;1;:;S;N;4;1;;;N;;;;;;;4;4;;;;;;;3;252,2729
1590;2023;2;20;9;1;2;18;1;:;N;N;2;3;;;N;;;;;;;4;7;7;3;4;2;;;1;144,4783
1591;2023;2;1;9;1;1;5;1;:;S;N;4;2;;;N;;;;;;;4;4;7;2;4;2;;;3;80,6067
1591;2023;2;1;9;6;1;11;1;:;N;S;4;1;1;4;N;;;;;;;1;2;1;6;4;2;1;32;1;88,5475
1591;2023;2;1;9;1;1;11;1;:;N;N;4;1;1;4;N;;;;;;;1;2;7;2;4;2;1;32;2;84,0717
1591;2023;2;1;9;6;1;4;1;:;S;N;4;2;2;4;N;;;;;;;1;2;3;10;4;2;5;15;3;86,605
1592;2023;2;20;9;6;1;18;1;:;N;N;4;1;;;N;;;;;;;4;4;;;;;;;1;150,1492
1593;2023;2;48;9;1;1;13;1;:;N;N;2;1;;;N;;;;;;;4;4;7;2;4;2;;;1;250,0295
1593;2023;2;48;9;1;1;4;1;:;S;N;4;1;;;N;;;;;;;4;4;;;;;;;3;234,3598
1593;2023;2;48;9;6;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;2;5;4;2;;;40;2;257,3115
1593;2023;2;48;9;1;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;219,9826
1594;2023;2;20;9;6;1;2;1;:;S;;;;;;;;;;;;;;;;;;;;;3;199,1117
1594;2023;2;20;9;1;1;8;1;:;N;N;4;1;1;2;N;;;;;;;1;2;3;2;4;2;1;38;2;238,002
1594;2023;2;20;9;6;1;9;1;:;N;N;4;1;1;2;N;;;;;;;1;2;4;2;4;2;1;40;1;202,1248
1594;2023;2;20;9;1;1;2;1;:;S;;;;;;;;;;;;;;;;;;;;;3;169,9645
1595;2023;2;48;1;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;2;2;6;4;2;1;40;1;277,5197
1595;2023;2;48;1;6;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;254,1892
1595;2023;2;48;1;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;2;2;9;4;1;1;40;2;253,4739
1595;2023;2;48;1;1;1;4;1;:;S;N;4;2;;;N;;;;;;;4;4;;;;;;;3;272,399
1596;2023;2;48;9;6;2;15;1;:;N;S;2;1;;;N;;;;;;;4;4;1;9;4;2;;;1;193,7038
1597;2023;2;20;3;6;1;8;1;:;N;N;4;1;1;2;N;;;;;;;1;2;9;9;4;1;5;35;1;154,3534
1598;2023;2;1;2;6;2;9;1;:;S;N;4;1;;;S;6;2;S;7;5;S;2;5;4;8;4;2;;;1;165,4496
1599;2023;2;1;2;1;1;8;1;:;N;N;4;1;1;4;N;;;;;;;1;2;5;9;4;1;5;0;1;218,035
1600;2023;2;20;9;1;1;11;1;:;N;N;4;1;2;2;N;;;;;;;1;2;5;9;4;2;5;30;1;154,2777
1600;2023;2;20;9;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;2;5;4;1;;;40;2;155,483
1601;2023;2;48;9;6;1;12;1;:;N;N;4;1;2;2;N;;;;;;;1;2;5;4;4;2;1;20;1;219,0108
1602;2023;2;20;9;6;1;10;1;:;N;N;4;1;2;2;N;;;;;;;1;2;3;10;1;;;20;1;139,0642
1603;2023;2;20;9;1;1;6;1;:;N;N;4;1;1;2;N;;;;;;;1;2;7;2;4;2;1;40;3;230,1538
1603;2023;2;20;9;1;1;7;1;:;N;N;4;1;1;2;N;;;;;;;1;2;7;2;4;2;1;40;3;230,1538
1603;2023;2;20;9;6;1;12;1;:;N;N;4;2;2;3;N;;;;;;;1;2;9;8;4;2;1;0;2;188,1922
1603;2023;2;20;9;1;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;2;7;2;4;2;1;40;1;194,0322
1604;2023;2;48;9;1;1;10;1;:;N;S;4;1;1;2;N;;;;;;;1;2;3;2;4;2;1;40;1;190,8913
1604;2023;2;48;9;1;1;2;1;:;S;;;;;;;;;;;;;;;;;;;;;3;184,3066
1604;2023;2;48;9;6;3;10;2;:;N;N;4;1;;;N;;;;;;;4;4;4;8;4;2;;;2;193,9072
1605;2023;2;48;1;6;2;15;1;:;N;N;2;1;;;N;;;;;;;4;4;3;2;4;2;;;1;188,7996
1606;2023;2;48;9;1;1;7;1;:;N;S;4;1;2;2;N;;;;;;;1;3;3;10;4;2;5;5;3;263,8491
1606;2023;2;48;9;1;1;13;1;:;N;N;4;1;;;S;6;2;S;8;8;S;2;5;9;8;4;2;;;1;207,7862
1607;2023;2;20;9;1;2;10;1;:;N;N;4;1;1;2;N;;;;;;;1;2;9;3;4;2;1;40;1;151,5465
1607;2023;2;20;9;6;3;8;2;:;N;N;4;1;2;2;S;3;2;S;5;11;S;1;2;5;4;4;2;5;20;2;206,8909
1608;2023;2;48;9;1;1;11;1;:;N;N;4;1;2;2;N;;;;;;;1;2;8;9;4;2;5;35;1;239,1595
1609;2023;2;48;9;1;1;12;1;:;N;N;4;4;;;N;;;;;;;4;7;;;;;;;3;206,774
1609;2023;2;48;9;6;1;17;1;:;N;N;4;1;;;N;;;;;;;4;4;;;;;;;1;301,5696
1610;2023;2;48;1;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;2;5;4;2;;;40;1;218,2245
1611;2023;2;20;9;1;1;11;1;:;N;N;4;1;1;3;N;;;;;;;1;2;5;4;5;;;0;1;161,3755
1611;2023;2;20;9;1;3;5;2;:;S;N;4;2;;;N;;;;;;;4;4;;;;;;;3;224,7418
1611;2023;2;20;9;6;3;10;2;:;N;N;4;1;2;2;N;;;;;;;1;2;5;4;4;2;1;35;2;184,0935
1612;2023;2;48;9;6;3;13;1;:;N;N;4;1;1;3;N;;;;;;;1;2;2;9;4;1;1;0;2;125,8382
1612;2023;2;48;9;6;3;5;1;:;S;N;4;2;;;N;;;;;;;4;4;;;;;;;3;123,0908
1612;2023;2;48;9;1;3;5;1;:;N;N;4;2;1;2;N;;;;;;;1;2;8;2;4;2;1;40;3;169,3691
1612;2023;2;48;9;1;1;13;1;:;N;N;4;1;1;3;N;;;;;;;1;2;3;9;1;;;0;1;130,746
1613;2023;2;48;9;1;3;3;2;:;S;;;;;;;;;;;;;;;;;;;;;3;280,4745
1613;2023;2;48;9;1;2;2;2;:;S;;;;;;;;;;;;;;;;;;;;;3;280,4745
1613;2023;2;48;9;6;2;2;2;:;S;;;;;;;;;;;;;;;;;;;;;3;278,8302
1613;2023;2;48;9;1;3;3;2;:;S;N;4;2;;;N;;;;;;;;;;;;;;;3;353,1983
1613;2023;2;48;9;6;3;9;2;:;N;N;4;1;2;2;N;;;;;;;1;2;8;10;4;2;5;30;2;356,8506
1613;2023;2;48;9;1;2;1;2;:;S;;;;;;;;;;;;;;;;;;;;;3;280,4745
1613;2023;2;48;9;1;3;11;2;:;N;N;4;1;1;2;N;;;;;;;1;2;7;2;4;2;5;40;1;319,2014
1613;2023;2;48;9;1;3;4;2;:;S;N;4;2;;;S;6;2;S;1;1;S;2;5;9;4;4;2;;;3;298,4968
1614;2023;2;48;1;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;2;7;3;2;;;40;1;228,3686
1615;2023;2;1;9;1;1;16;1;:;N;N;2;1;;;N;;;;;;;4;4;4;6;4;2;;;1;14,1127
1616;2023;2;20;9;6;1;5;1;:;S;N;4;2;2;2;N;;;;;;;1;2;4;2;4;2;3;20;3;146,5107
1616;2023;2;20;9;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;2;3;2;4;2;1;40;1;153,1917
1616;2023;2;20;9;6;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;2;7;2;4;2;1;40;2;143,4381
1617;2023;2;48;9;1;1;4;1;:;S;N;4;1;;;N;;;;;;;4;4;8;2;4;2;;;3;327,3575
1617;2023;2;48;9;6;3;10;1;:;N;N;4;1;1;2;N;;;;;;;1;2;5;4;4;2;5;40;2;233,1531
1617;2023;2;48;9;1;3;11;1;:;N;N;4;1;1;2;S;4;1;S;8;18;N;1;2;9;8;4;2;5;40;1;264,5104
1617;2023;2;48;9;1;3;6;1;:;N;N;4;1;1;2;N;;;;;;;1;2;2;9;4;1;5;40;3;338,0808
1618;2023;2;48;1;6;2;18;1;:;N;N;2;2;;;N;;;;;;;4;7;9;10;2;;;;1;193,7821
1619;2023;2;48;1;1;1;14;1;:;N;N;2;2;;;N;;;;;;;4;7;7;9;4;1;;;2;150,0274
1619;2023;2;48;1;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;4;5;4;4;2;;;1;154,8142
1620;2023;2;48;1;1;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;2;2;8;4;2;1;40;2;234,3726
1620;2023;2;48;1;6;1;6;1;:;N;S;4;2;1;2;N;;;;;;;1;2;2;4;5;;;40;3;338,5615
1620;2023;2;48;1;1;1;5;1;:;N;N;4;2;1;2;N;;;;;;;1;2;5;4;4;2;1;40;3;217,9527
1620;2023;2;48;1;6;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;2;2;4;1;;;40;1;261,3126
1621;2023;2;20;9;6;1;18;1;:;N;N;4;2;;;N;;;;;;;4;7;;;;;;;1;131,7581
1622;2023;2;20;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;4;9;2;4;2;;;1;137,925
1623;2023;2;48;1;6;1;10;1;:;N;N;4;1;2;2;N;;;;;;;1;2;5;4;4;2;2;15;1;164,7831
1623;2023;2;48;1;1;1;10;1;:;N;S;4;1;1;2;N;;;;;;;1;2;8;2;4;2;1;40;2;183,9812
1623;2023;2;48;1;6;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;176,5935
1624;2023;2;48;1;1;2;18;1;:;N;N;2;4;;;N;;;;;;;4;7;5;4;2;;;;1;159,4485
1624;2023;2;48;1;6;2;14;1;:;N;N;4;1;;;N;;;;;;;4;4;;;;;;;3;164,5359
1625;2023;2;48;1;6;2;16;1;:;N;N;2;1;;;N;;;;;;;4;4;9;8;4;2;;;2;162,5987
1625;2023;2;48;1;1;2;16;1;:;N;N;2;3;;;N;;;;;;;4;7;4;4;4;2;;;1;157,5713
1626;2023;2;1;2;1;3;11;1;:;N;N;4;1;;;S;6;2;S;1;54;S;4;4;9;4;4;2;;;1;193,7615
1626;2023;2;1;2;1;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;205,3897
1626;2023;2;1;2;1;1;1;1;:;N;;;;;;;;;;;;;;;;;;;;;3;205,3897
1626;2023;2;1;2;6;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;201,4753
1626;2023;2;1;2;6;3;7;2;:;N;N;4;1;;;N;;;;;;;4;4;;;;;;;2;311,5216
1627;2023;2;48;1;6;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;2;3;9;4;1;1;37;2;189,5366
1627;2023;2;48;1;1;1;12;1;:;N;N;3;1;;;N;;;;;;;4;4;2;6;4;2;;;1;199,4238
1628;2023;2;1;2;6;3;9;1;:;N;N;4;1;1;2;N;;;;;;;1;2;5;4;3;;;40;2;157,4958
1628;2023;2;1;2;1;3;11;1;:;N;S;4;1;1;2;N;;;;;;;1;2;3;9;4;2;1;40;1;151,8283
1629;2023;2;48;9;1;2;12;1;:;N;N;4;1;1;2;N;;;;;;;1;2;7;9;4;2;1;37;1;198,1275
1630;2023;2;48;9;1;1;12;1;:;N;N;4;1;2;2;S;4;1;S;3;36;N;1;2;7;3;4;2;5;30;3;211,747
1630;2023;2;48;9;1;2;17;1;:;N;N;2;1;;;N;;;;;;;4;4;7;3;4;2;;;1;292,8203
1631;2023;2;48;9;1;1;5;1;:;N;N;4;2;1;2;N;;;;;;;1;2;3;5;4;2;5;40;3;202,4217
1631;2023;2;48;9;6;1;11;1;:;N;N;4;1;;;S;6;2;S;7;99;S;2;5;4;9;4;1;;;2;206,7144
1631;2023;2;48;9;1;1;11;1;:;N;N;4;2;1;2;N;;;;;;;1;2;7;4;4;2;1;40;1;216,3715
1631;2023;2;48;9;1;1;4;1;:;S;N;4;2;;;N;;;;;;;4;4;;;;;;;3;219,7239
1631;2023;2;48;9;1;1;3;1;:;S;N;4;2;;;N;;;;;;;;;;;;;;;3;206,2446
1632;2023;2;48;9;1;1;11;1;:;N;N;4;1;2;5;N;;;;;;;1;2;5;9;4;1;5;0;1;235,0857
1633;2023;2;20;9;1;1;1;1;:;S;;;;;;;;;;;;;;;;;;;;;3;130,9629
1633;2023;2;20;9;1;1;9;1;:;N;N;4;1;1;4;N;;;;;;;1;2;1;2;4;2;1;32;1;183,3878
1633;2023;2;20;9;6;1;9;1;:;N;N;4;1;1;4;N;;;;;;;1;2;4;8;4;2;1;25;2;153,7078
1634;2023;2;48;9;6;1;15;1;:;N;N;4;1;;;N;;;;;;;4;4;;;;;;;1;191,626
1635;2023;2;48;9;1;2;17;1;:;N;N;2;1;;;N;;;;;;;4;4;7;3;2;;;;1;192,2653
1636;2023;2;1;9;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;4;2;4;4;2;;;1;33,0674
1636;2023;2;1;9;1;1;7;1;:;N;N;4;2;1;2;N;;;;;;;1;2;2;8;4;2;1;40;3;22,9423
1636;2023;2;1;9;6;1;6;1;:;N;N;4;1;2;2;N;;;;;;;1;2;5;4;4;2;1;20;3;23,8305
1637;2023;2;20;9;1;1;11;1;:;N;S;4;1;1;2;N;;;;;;;1;2;2;2;1;;;40;1;146,5765
1637;2023;2;20;9;6;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;136,0558
1637;2023;2;20;9;1;1;4;1;:;S;S;4;2;;;N;;;;;;;4;4;;;;;;;3;135,8623
1638;2023;2;48;9;6;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;182,8512
1638;2023;2;48;9;6;3;12;1;:;N;N;4;1;2;2;S;1;2;S;7;18;S;1;2;9;8;4;2;5;35;1;208,8069
1639;2023;2;48;9;6;1;11;1;:;N;S;4;1;1;2;N;;;;;;;1;2;2;4;4;2;1;32;1;167,3911
1639;2023;2;48;9;6;1;4;1;:;S;N;4;1;;;N;;;;;;;4;4;;;;;;;3;181,6677
1640;2023;2;48;1;6;2;14;1;:;N;N;2;1;;;N;;;;;;;4;4;5;4;2;;;;1;186,397
1641;2023;2;48;9;6;2;16;1;:;N;N;4;1;;;N;;;;;;;4;4;5;4;4;2;;;1;187,0161
1642;2023;2;20;9;1;1;16;1;:;N;N;2;2;;;N;;;;;;;4;7;7;2;4;2;;;1;123,2368
1642;2023;2;20;9;6;1;16;1;:;N;N;2;1;;;N;;;;;;;4;4;6;1;2;;;;2;126,7311
1643;2023;2;1;9;1;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;31,8636
1643;2023;2;1;9;1;3;8;1;:;N;N;4;1;1;2;N;;;;;;;1;2;4;2;4;2;1;40;2;39,036
1643;2023;2;1;9;1;1;2;1;:;S;;;;;;;;;;;;;;;;;;;;;3;31,8636
1643;2023;2;1;9;6;3;9;1;:;N;N;4;1;;;S;6;2;S;7;2;S;2;5;7;2;4;2;;;1;31,3598
1644;2023;2;1;2;6;1;13;1;:;N;N;4;1;1;4;N;;;;;;;1;2;5;9;4;1;1;0;1;205,2603
1645;2023;2;1;2;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;4;9;8;4;2;;;1;354,8355
1645;2023;2;1;2;1;1;10;1;:;N;N;4;2;1;2;N;;;;;;;1;2;8;2;4;2;1;40;3;157,7311
1646;2023;2;48;1;1;1;16;1;:;N;N;2;4;;;N;;;;;;;4;7;7;3;4;2;;;1;170,199
1646;2023;2;48;1;6;2;16;1;:;N;N;2;1;;;N;;;;;;;4;4;7;2;4;2;;;2;175,6293
1647;2023;2;1;2;1;1;9;1;:;N;N;4;1;1;3;N;;;;;;;1;2;5;4;1;;;0;1;232,1099
1648;2023;2;48;9;1;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;2;1;6;3;;;24;2;204,369
1648;2023;2;48;9;6;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;2;1;4;4;2;1;24;1;171,3566
1648;2023;2;48;9;1;1;2;1;:;S;;;;;;;;;;;;;;;;;;;;;3;182,2291
1649;2023;2;1;2;6;1;7;1;:;N;N;4;1;1;2;N;;;;;;;1;2;4;3;4;2;1;40;1;241,3392
1650;2023;2;20;9;6;1;11;1;:;N;S;4;1;1;2;N;;;;;;;1;2;2;9;3;;;38;1;164,8417
1651;2023;2;20;9;1;1;6;1;:;N;N;4;2;2;2;N;;;;;;;1;2;5;4;3;;;30;3;196,6862
1651;2023;2;20;9;6;1;10;1;:;N;N;4;1;2;2;S;4;2;S;5;14;S;1;2;5;4;4;2;1;30;1;148,3265
1651;2023;2;20;9;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;2;9;8;4;2;1;40;2;160,5103
1652;2023;2;48;9;1;1;10;1;:;N;N;4;2;1;4;N;;;;;;;1;2;1;2;1;;;32;1;253,5032
1652;2023;2;48;9;6;1;9;1;:;N;N;4;1;1;2;N;;;;;;;1;2;5;9;4;1;5;35;2;273,6423
1652;2023;2;48;9;1;1;4;1;:;S;N;4;3;;;N;;;;;;;4;4;;;;;;;3;257,3473
1652;2023;2;48;9;6;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;240,1437
1653;2023;2;20;9;1;1;14;1;:;N;N;2;1;;;N;;;;;;;4;4;1;2;2;;;;1;122,6628
1654;2023;2;48;1;6;2;18;1;:;N;N;4;1;;;N;;;;;;;4;4;;;;;;;1;187,8802
1655;2023;2;48;9;1;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;198,3354
1655;2023;2;48;9;1;1;11;1;:;N;N;4;3;1;2;N;;;;;;;1;2;2;8;4;2;1;40;1;215,27
1655;2023;2;48;9;6;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;2;2;9;4;1;5;38;2;187,6226
1656;2023;2;1;2;1;2;13;1;:;N;N;4;1;1;2;N;;;;;;;1;2;2;9;4;1;5;30;2;154,9239
1656;2023;2;1;2;6;2;13;1;:;N;N;4;1;1;2;N;;;;;;;1;2;2;9;4;1;5;35;1;154,8031
1657;2023;2;48;9;6;2;17;1;:;N;N;4;1;;;N;;;;;;;4;4;9;2;4;2;;;2;169,7622
1657;2023;2;48;9;1;2;18;1;:;N;N;2;2;;;N;;;;;;;4;7;9;2;4;2;;;1;164,5132
1658;2023;2;48;1;6;1;18;1;:;N;N;4;1;;;N;;;;;;;4;4;5;10;4;2;;;1;186,9034
1659;2023;2;20;9;1;1;15;1;:;N;N;2;1;;;N;;;;;;;4;4;5;1;4;1;;;1;109,6336
1660;2023;2;1;9;6;1;8;1;:;N;N;4;1;1;3;N;;;;;;;1;2;9;8;4;2;1;24;2;23,6636
1660;2023;2;1;9;1;1;10;1;:;N;N;4;2;1;2;N;;;;;;;1;1;1;4;4;2;1;60;1;23,571
1660;2023;2;1;9;1;1;2;1;:;S;;;;;;;;;;;;;;;;;;;;;3;24,2821
1661;2023;2;20;3;6;1;10;1;:;N;S;4;1;1;2;N;;;;;;;1;2;2;9;4;1;5;40;1;124,7312
1661;2023;2;20;3;1;1;9;1;:;N;N;4;2;1;2;N;;;;;;;1;2;6;1;2;;;40;2;157,0763
1661;2023;2;20;3;1;1;2;1;:;S;;;;;;;;;;;;;;;;;;;;;3;120,6318
1662;2023;2;1;2;1;1;2;1;:;S;;;;;;;;;;;;;;;;;;;;;3;220,0956
1662;2023;2;1;2;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;2;8;2;4;2;1;35;1;216,4796
1662;2023;2;1;2;6;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;2;1;2;4;2;1;40;2;228,0045
1662;2023;2;1;2;6;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;215,9009
1663;2023;2;20;9;6;3;6;1;:;S;N;4;1;1;2;N;;;;;;;1;2;5;4;4;2;1;40;1;178,0261
1663;2023;2;20;9;1;3;6;1;:;N;S;4;1;1;2;N;;;;;;;1;2;7;10;4;2;1;40;2;146,9052
1664;2023;2;48;1;6;1;10;1;:;N;N;4;1;2;3;S;4;1;S;7;30;S;1;2;4;4;4;2;1;0;1;151,3901
1664;2023;2;48;1;1;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;160,9957
1665;2023;2;48;9;1;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;247,8641
1665;2023;2;48;9;6;2;10;1;:;N;N;4;1;2;2;N;;;;;;;1;2;2;9;4;2;1;30;2;233,0756
1665;2023;2;48;9;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;2;3;3;4;2;1;40;1;233,1339
1665;2023;2;48;9;6;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;246,411
1666;2023;2;20;9;6;1;18;1;:;N;N;4;1;;;N;;;;;;;4;4;9;10;4;2;;;1;148,3962
1667;2023;2;48;9;1;2;15;1;:;N;N;2;1;;;N;;;;;;;4;4;7;2;2;;;;2;150,8591
1667;2023;2;48;9;6;2;15;1;:;N;N;4;2;;;N;;;;;;;4;7;9;10;4;2;;;1;155,6724
1668;2023;2;20;3;6;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;2;2;9;4;1;1;35;2;124,8203
1668;2023;2;20;3;1;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;2;2;9;2;;;42;1;136,7081
1669;2023;2;48;9;1;1;8;1;:;N;N;4;3;1;2;N;;;;;;;1;1;8;4;2;;;45;3;320,9457
1669;2023;2;48;9;1;1;15;1;:;N;N;2;4;;;N;;;;;;;4;7;1;4;2;;;;1;399,0278
1669;2023;2;48;9;1;1;6;1;:;N;N;4;3;2;2;N;;;;;;;1;2;2;10;4;2;1;20;3;360,7533
1669;2023;2;48;9;6;1;13;1;:;N;N;4;1;;;N;;;;;;;4;4;4;4;3;;;;2;299,5785
1670;2023;2;48;9;6;1;11;1;:;N;N;4;1;1;4;N;;;;;;;1;2;9;8;4;2;1;28;1;179,6745
1670;2023;2;48;9;1;1;5;1;:;S;N;4;4;2;4;N;;;;;;;1;2;9;3;4;2;5;16;3;162,5124
1670;2023;2;48;9;6;1;5;1;:;S;N;4;4;;;N;;;;;;;1;3;4;3;5;;;4;3;194,9987
1671;2023;2;48;1;6;1;10;1;:;N;N;4;1;2;3;N;;;;;;;1;2;5;4;4;2;1;0;2;209,9193
1671;2023;2;48;1;1;1;10;1;:;N;S;4;1;1;2;S;1;1;S;3;3;S;1;2;7;2;4;2;1;40;1;234,276
1671;2023;2;48;1;6;1;3;1;:;S;N;4;2;;;N;;;;;;;;;;;;;;;3;238,7457
1671;2023;2;48;1;1;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;223,2385
1672;2023;2;48;1;1;1;2;1;:;S;;;;;;;;;;;;;;;;;;;;;3;188,0068
1672;2023;2;48;1;6;3;5;1;:;N;S;4;1;1;3;S;4;1;S;7;1;S;1;2;5;4;4;2;4;0;2;186,4994
1672;2023;2;48;1;1;3;7;2;:;N;S;4;1;1;2;N;;;;;;;1;2;7;8;4;2;1;40;1;377,4823
1673;2023;2;48;1;1;1;12;1;:;N;N;4;1;;;S;6;2;S;8;38;S;2;6;5;4;4;2;;;1;197,6529
1673;2023;2;48;1;6;1;4;1;:;S;N;4;3;;;N;;;;;;;4;4;;;;;;;3;183,7153
1673;2023;2;48;1;1;1;5;1;:;S;N;4;1;;;S;6;2;S;8;15;S;3;5;;;;;;;3;285,6789
1674;2023;2;20;9;1;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;171,8619
1674;2023;2;20;9;1;1;2;1;:;S;;;;;;;;;;;;;;;;;;;;;3;171,8619
1674;2023;2;20;9;1;1;9;1;:;N;N;4;1;1;2;N;;;;;;;1;2;7;2;4;2;1;40;1;240,6589
1674;2023;2;20;9;6;1;9;1;:;S;N;4;1;1;2;N;;;;;;;1;2;4;4;4;2;1;40;2;201,71
1675;2023;2;48;9;6;1;4;1;:;S;N;4;2;2;2;N;;;;;;;1;2;3;9;4;2;3;20;3;177,2008
1675;2023;2;48;9;6;1;9;1;:;N;N;4;1;2;2;N;;;;;;;1;2;5;4;4;2;1;20;1;208,8378
1675;2023;2;48;9;6;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;184,3735
1676;2023;2;1;9;1;3;10;2;:;N;N;4;1;;;S;6;2;S;8;1;S;2;5;9;1;4;2;;;1;52,144
1676;2023;2;1;9;6;3;8;2;:;N;N;4;1;2;2;N;;;;;;;1;3;9;8;4;2;5;2;2;66,1452
1676;2023;2;1;9;1;2;2;2;:;S;;;;;;;;;;;;;;;;;;;;;3;61,2221
1676;2023;2;1;9;6;2;3;2;:;S;;;;;;;;;;;;;;;;;;;;;3;60,0554
1676;2023;2;1;9;6;2;2;2;:;S;;;;;;;;;;;;;;;;;;;;;3;60,0554
1677;2023;2;1;2;1;2;7;1;:;N;N;4;1;2;2;N;;;;;;;1;2;9;8;4;2;5;35;1;240,3293
1677;2023;2;1;2;6;3;6;1;:;N;N;4;1;1;2;N;;;;;;;1;2;2;9;4;2;1;40;2;245,8202
1678;2023;2;1;2;6;2;9;1;:;N;N;4;1;2;2;N;;;;;;;1;2;2;6;4;2;1;32;2;190,0952
1678;2023;2;1;2;1;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;195,0637
1678;2023;2;1;2;1;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;195,0637
1678;2023;2;1;2;1;1;9;1;:;N;N;4;1;1;2;N;;;;;;;1;2;2;2;4;2;1;40;1;235,8482
1679;2023;2;20;9;6;1;8;1;:;N;S;4;1;1;4;N;;;;;;;1;2;2;9;4;1;1;32;1;174,3065
1680;2023;2;1;2;6;1;14;1;:;N;S;2;2;;;N;;;;;;;4;7;2;9;4;1;;;1;160,1388
1681;2023;2;48;9;6;1;4;1;:;S;S;4;2;;;N;;;;;;;4;4;;;;;;;3;178,2954
1681;2023;2;48;9;6;1;9;1;:;N;N;4;1;1;2;N;;;;;;;1;2;5;9;4;2;5;40;2;196,318
1681;2023;2;48;9;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;2;9;2;4;2;1;40;1;172,6708
1682;2023;2;48;9;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;2;7;3;4;2;1;40;1;113,0691
1682;2023;2;48;9;6;1;3;1;:;S;;;;;;;;;;;;;;;;;;;;;3;117,9849
