NUMH;AENC;TENC;TERH;MUNI;SEXO;LNAC;EDAD;NACI;LEST;ENRE;FOCU;SJUB;SILH;EMPTP;JRED;BUSQ;RBUSQ;JORB;GBUSQ;FBUSQ;MSBUSQ1;DISP;PRA1;PRA2;PROF;RACT;SPRO;SECT;CONTR;HTRA;PARE;ELEV
733;2023;3;20;3;1;1;05;1;:;S;S;4;3;;;N;;;;;;;4;04;3;10;4;2;;;3;133,54870
734;2023;3;48;9;1;1;05;1;:;N;N;4;2;;;S;6;1;S;03;21;S;3;06;;;;;;;3;270,06360
734;2023;3;48;9;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;04;4;2;1;40;1;255,72740
734;2023;3;48;9;1;1;07;1;:;N;N;4;2;1;2;N;;;;;;;1;02;2;08;4;2;1;40;3;374,09460
734;2023;3;48;9;6;1;11;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;2;259,68370
735;2023;3;48;1;1;1;10;1;:;N;N;4;2;1;2;N;;;;;;;1;02;4;09;4;1;1;40;2;210,45820
735;2023;3;48;1;1;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;236,31500
735;2023;3;48;1;6;1;05;1;:;S;N;4;2;2;2;N;;;;;;;1;02;4;09;4;2;1;20;3;197,58310
735;2023;3;48;1;6;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;219,08540
735;2023;3;48;1;6;1;10;1;:;N;N;4;1;;;N;;;;;;;4;04;2;09;4;1;;;1;224,07530
736;2023;3;01;9;1;2;16;1;:;N;N;2;1;;;N;;;;;;;4;04;5;08;4;2;;;1;32,32500
736;2023;3;01;9;6;1;16;1;:;N;N;2;4;;;N;;;;;;;4;07;9;04;4;2;;;2;32,67220
737;2023;3;20;9;1;2;14;1;:;N;N;2;1;;;N;;;;;;;4;04;9;03;4;2;;;1;109,11490
737;2023;3;20;9;1;2;14;1;:;N;N;2;1;;;N;;;;;;;4;04;5;04;4;2;;;4;109,11490
738;2023;3;01;2;6;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;5;04;4;2;1;0;2;211,45350
738;2023;3;01;2;1;2;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;7;02;4;2;1;0;1;220,45390
738;2023;3;01;2;6;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;235,03640
738;2023;3;01;2;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;217,48990
739;2023;3;48;1;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;4;04;4;2;;;1;201,74370
740;2023;3;01;9;1;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;4;06;4;2;;;1;11,90630
741;2023;3;01;2;6;1;04;1;:;N;N;4;2;;;N;;;;;;;4;07;;;;;;;3;223,55380
741;2023;3;01;2;1;1;04;1;:;N;S;4;2;;;S;6;2;S;01;15;S;4;07;;;;;;;3;201,46000
741;2023;3;01;2;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;213,76790
741;2023;3;01;2;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;213,76790
741;2023;3;01;2;6;1;11;1;:;N;N;4;1;;;S;6;2;S;01;24;S;2;05;9;08;4;2;;;2;185,95250
741;2023;3;01;2;1;2;13;1;:;N;N;4;1;;;N;;;;;;;4;04;8;04;4;2;;;1;199,03810
742;2023;3;20;9;1;2;15;1;:;N;N;2;1;;;N;;;;;;;4;04;8;03;4;2;;;1;109,25740
742;2023;3;20;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;4;02;4;2;;;2;112,09640
743;2023;3;48;1;6;1;07;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;04;4;2;1;40;1;282,45270
744;2023;3;20;9;1;1;06;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;03;4;2;1;40;3;167,21930
744;2023;3;20;9;6;1;12;1;:;N;N;4;1;1;2;S;4;1;S;07;30;N;1;02;8;02;3;;;40;1;152,84190
745;2023;3;20;3;6;1;14;1;:;N;N;2;1;;;N;;;;;;;4;04;9;09;4;2;;;1;121,05870
746;2023;3;01;2;6;1;18;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;1;159,58730
747;2023;3;20;9;6;1;08;1;:;N;N;4;1;;;S;6;2;N;;0;S;4;04;4;04;4;2;;;2;176,29000
747;2023;3;20;9;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;166,55390
747;2023;3;20;9;1;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;01;8;04;4;2;1;60;1;172,72910
747;2023;3;20;9;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;166,55390
748;2023;3;20;9;6;1;01;2;:;N;;;;;;;;;;;;;;;;;;;;;3;250,36900
748;2023;3;20;9;6;3;08;2;:;N;N;4;1;;;S;6;2;S;04;27;N;4;04;;;;;;;2;315,56130
748;2023;3;20;9;6;3;03;2;:;S;;;;;;;;;;;;;;;;;;;;;3;250,36900
748;2023;3;20;9;1;3;09;2;:;N;S;4;1;;;S;6;2;S;04;39;N;4;04;5;04;4;2;;;1;385,47110
748;2023;3;20;9;1;3;02;2;:;S;;;;;;;;;;;;;;;;;;;;;3;215,94980
749;2023;3;20;9;6;1;17;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;1;119,40350
749;2023;3;20;9;1;1;16;1;:;N;N;2;3;;;N;;;;;;;4;07;8;04;4;2;;;2;116,37950
750;2023;3;20;9;6;1;07;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;35;1;201,92830
751;2023;3;01;2;6;1;13;1;:;N;N;4;1;1;4;N;;;;;;;1;02;5;09;4;1;1;0;1;205,58100
752;2023;3;48;1;6;1;12;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;1;235,43690
753;2023;3;20;9;6;1;09;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;1;1;0;1;147,56020
754;2023;3;48;9;6;3;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;10;4;2;5;40;4;237,46400
754;2023;3;48;9;6;3;13;1;:;N;N;4;1;2;2;S;4;2;S;04;9;N;1;03;9;10;4;2;6;3;4;264,04750
754;2023;3;48;9;6;3;13;1;:;N;N;4;1;1;2;S;4;2;S;04;9;N;1;03;9;08;4;2;5;2;1;251,53170
754;2023;3;48;9;1;3;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;9;04;4;2;1;40;2;228,00570
754;2023;3;48;9;1;3;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;03;2;;;40;4;229,26810
755;2023;3;01;9;6;2;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;9;02;4;2;5;40;2;14,33900
755;2023;3;01;9;1;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;04;3;;;40;1;14,59520
756;2023;3;20;9;6;1;08;1;:;N;N;4;1;2;2;N;;;;;;;1;02;5;04;4;2;1;24;1;153,40470
757;2023;3;20;9;6;1;12;1;:;N;N;4;2;1;2;N;;;;;;;1;02;5;10;1;;;40;3;215,75880
757;2023;3;20;9;6;2;17;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;2;311,03080
757;2023;3;20;9;1;1;18;1;:;N;N;2;2;;;N;;;;;;;4;07;5;04;2;;;;1;303,15360
757;2023;3;20;9;1;3;05;1;:;S;S;4;3;;;S;6;2;N;;9;S;4;04;;;;;;;4;211,57330
758;2023;3;20;9;1;1;06;1;:;N;N;4;1;;;S;6;2;S;07;4;S;2;05;2;08;4;2;;;3;269,30570
758;2023;3;20;9;6;1;05;1;:;N;N;4;1;;;N;;;;;;;4;04;3;04;4;2;;;3;203,52870
758;2023;3;20;9;6;1;11;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;2;189,65650
758;2023;3;20;9;1;3;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;1;201,78040
759;2023;3;01;9;6;1;08;1;:;N;S;4;1;1;4;N;;;;;;;1;02;7;02;4;2;1;0;2;60,65490
759;2023;3;01;9;1;1;09;1;:;N;N;4;1;1;4;N;;;;;;;1;02;3;02;4;2;1;0;1;75,20240
759;2023;3;01;9;1;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;60,65960
760;2023;3;48;9;6;1;14;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;40;1;270,54030
760;2023;3;48;9;1;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;35;3;206,05160
761;2023;3;20;9;6;1;05;1;:;S;N;4;2;2;2;N;;;;;;;1;02;2;09;4;2;3;20;3;187,75640
761;2023;3;20;9;6;1;04;1;:;S;S;4;2;;;N;;;;;;;4;04;;;;;;;3;191,18360
761;2023;3;20;9;6;1;10;1;:;S;N;4;1;1;2;N;;;;;;;1;02;5;10;2;;;40;2;176,41940
761;2023;3;20;9;1;1;12;1;:;N;N;4;2;1;2;N;;;;;;;1;02;9;03;4;2;1;40;1;165,98880
762;2023;3;48;9;6;1;13;1;:;N;S;4;1;2;4;N;;;;;;;1;02;5;09;4;2;1;8;2;198,68380
762;2023;3;48;9;1;2;13;1;:;N;N;4;1;1;4;N;;;;;;;1;02;7;04;4;2;1;0;1;192,39690
762;2023;3;48;9;6;1;05;1;:;S;N;4;1;;;N;;;;;;;4;04;5;09;4;2;;;3;188,36880
763;2023;3;48;9;6;1;07;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;5;35;1;220,72720
764;2023;3;20;9;6;1;11;1;:;N;S;4;1;1;2;N;;;;;;;1;02;3;09;4;1;5;35;3;185,95410
764;2023;3;20;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;02;3;;;40;3;218,88630
764;2023;3;20;9;6;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;4;200,38000
764;2023;3;20;9;6;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;5;09;4;1;;;1;307,60630
764;2023;3;20;9;6;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;9;08;4;2;1;35;4;168,83210
764;2023;3;20;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;4;197,06770
765;2023;3;20;9;6;2;13;1;:;S;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;1;143,33690
766;2023;3;20;9;6;3;12;2;:;N;N;4;1;2;2;N;;;;;;;1;02;2;09;4;2;2;20;2;158,31950
766;2023;3;20;9;1;1;13;1;:;N;N;4;1;2;2;N;;;;;;;1;02;7;09;4;1;5;42;1;210,04350
767;2023;3;20;3;1;1;10;1;:;N;S;4;1;1;2;N;;;;;;;1;02;4;02;4;2;1;40;2;115,49410
767;2023;3;20;3;6;1;04;1;:;S;N;4;2;2;2;N;;;;;;;1;02;5;04;4;2;4;30;3;123,44960
767;2023;3;20;3;6;1;11;1;:;N;S;4;1;1;2;N;;;;;;;1;01;5;10;1;;;48;1;125,18830
768;2023;3;20;9;6;2;16;1;:;N;N;2;1;;;N;;;;;;;4;04;4;02;2;;;;2;120,88870
768;2023;3;20;9;1;1;16;1;:;N;N;2;4;2;2;N;;;;;;;1;02;1;02;2;;;20;1;117,82710
769;2023;3;48;9;1;2;18;1;:;N;N;2;4;;;N;;;;;;;4;07;8;02;4;2;;;1;271,43130
769;2023;3;48;9;1;1;11;1;:;N;N;4;1;;;N;;;;;;;4;04;3;06;2;;;;3;205,82680
770;2023;3;48;1;6;1;13;1;:;N;N;4;1;1;4;N;;;;;;;1;02;5;04;2;;;32;1;261,27370
771;2023;3;20;3;6;1;09;1;:;N;N;4;1;2;2;N;;;;;;;1;02;4;04;4;2;1;30;2;132,68290
771;2023;3;20;3;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;1;08;2;;;40;1;145,43980
771;2023;3;20;3;6;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;138,10950
772;2023;3;01;2;6;1;10;1;:;N;N;4;1;;;N;;;;;;;4;04;5;10;4;2;;;1;174,79480
772;2023;3;01;2;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;164,44000
772;2023;3;01;2;1;1;09;1;:;N;N;4;3;1;2;N;;;;;;;1;02;5;09;4;1;1;35;2;168,98530
773;2023;3;48;9;6;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;02;4;2;1;38;2;222,96170
773;2023;3;48;9;1;1;11;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;02;4;2;1;37;1;242,15680
773;2023;3;48;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;235,10080
773;2023;3;48;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;235,10080
774;2023;3;20;9;1;1;17;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;134,82910
775;2023;3;48;9;6;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;5;04;2;;;;4;256,98490
775;2023;3;48;9;1;1;06;1;:;N;S;4;4;1;2;N;;;;;;;1;02;7;02;4;2;1;40;3;252,19080
775;2023;3;48;9;6;1;11;1;:;N;N;4;1;;;S;6;2;S;07;41;S;2;05;9;08;4;2;;;1;175,00690
776;2023;3;48;9;1;1;08;1;:;N;N;4;1;1;4;N;;;;;;;1;02;5;04;4;2;1;32;4;212,97930
776;2023;3;48;9;6;1;18;1;:;N;N;4;1;;;N;;;;;;;4;04;7;10;4;2;;;1;287,09980
777;2023;3;48;9;1;1;09;1;:;N;N;4;1;;;S;6;1;S;04;8;S;2;05;4;08;4;2;;;2;308,59940
777;2023;3;48;9;6;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;10;4;2;5;35;1;242,96210
777;2023;3;48;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;195,82000
777;2023;3;48;9;6;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;195,82000
778;2023;3;20;9;6;2;15;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;2;130,78110
778;2023;3;20;9;1;2;15;1;:;N;N;2;4;;;N;;;;;;;4;07;7;04;4;2;;;1;127,46890
779;2023;3;20;9;6;1;17;1;:;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;1;106,43480
779;2023;3;20;9;1;1;17;1;:;N;N;2;1;;;N;;;;;;;4;04;8;02;4;2;;;2;103,73920
780;2023;3;48;1;6;1;04;1;:;S;N;4;1;;;N;;;;;;;4;04;3;10;4;2;;;3;207,84370
780;2023;3;48;1;6;1;05;1;:;S;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;3;203,28830
780;2023;3;48;1;6;1;11;1;:;N;N;4;1;2;4;N;;;;;;;1;02;4;04;4;2;5;13;1;199,71500
781;2023;3;01;9;1;1;09;1;:;N;N;4;4;1;2;N;;;;;;;1;02;8;03;2;;;40;3;14,21100
781;2023;3;01;9;6;1;16;1;:;N;N;4;1;;;N;;;;;;;4;04;6;01;5;;;;2;28,17780
781;2023;3;01;9;1;2;17;1;:;N;N;2;4;;;N;;;;;;;4;07;8;04;2;;;;1;27,87830
782;2023;3;01;2;1;1;07;1;:;N;N;4;1;1;2;N;;;;;;;1;02;5;08;4;2;1;40;2;286,86110
782;2023;3;01;2;6;3;08;2;:;N;N;4;1;1;4;N;;;;;;;1;02;4;04;4;2;1;24;1;231,00300
783;2023;3;20;9;6;1;14;1;:;N;N;4;1;;;N;;;;;;;4;04;8;02;4;2;;;1;135,95370
784;2023;3;20;9;6;1;09;1;:;N;N;4;1;2;4;N;;;;;;;1;02;2;09;4;1;5;0;2;193,24200
784;2023;3;20;9;1;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;3;04;4;2;1;0;1;182,89020
784;2023;3;20;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;197,67310
784;2023;3;20;9;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;197,67310
785;2023;3;48;9;1;1;12;1;:;N;S;4;1;;;S;6;2;S;03;27;S;2;05;7;09;4;1;;;1;231,71140
786;2023;3;48;1;1;1;11;1;:;N;N;4;1;1;4;N;;;;;;;1;02;3;06;2;;;0;1;250,86700
787;2023;3;01;9;1;2;12;1;:;N;N;4;1;;;S;6;2;S;01;43;S;2;05;3;02;4;2;;;1;14,75100
788;2023;3;01;2;1;1;08;1;:;N;S;4;1;1;2;N;;;;;;;1;02;4;09;4;1;5;35;1;194,54350
788;2023;3;01;2;6;1;07;1;:;N;N;4;1;1;2;N;;;;;;;1;02;4;09;4;1;5;35;2;235,89650
789;2023;3;48;9;6;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;213,57450
789;2023;3;48;9;1;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;237,16330
789;2023;3;48;9;1;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;232,31920
789;2023;3;48;9;1;1;08;1;:;N;S;4;1;1;2;N;;;;;;;1;02;2;09;4;1;5;40;1;273,99460
789;2023;3;48;9;1;1;08;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;1;5;0;1;279,70760
789;2023;3;48;9;6;1;08;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;5;37;2;273,87340
789;2023;3;48;9;6;1;08;1;:;N;S;4;1;1;3;N;;;;;;;1;02;2;09;4;1;5;0;2;268,27950
789;2023;3;48;9;6;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;218,02780
790;2023;3;01;9;1;1;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;03;2;;;40;1;20,56950
790;2023;3;01;9;6;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;5;10;4;1;;;3;17,88330
790;2023;3;01;9;1;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;16,31710
790;2023;3;01;9;6;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;01;4;1;1;35;2;16,18970
790;2023;3;01;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;16,21890
791;2023;3;01;2;6;2;17;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;148,22450
792;2023;3;48;9;1;1;09;1;:;N;N;4;1;1;4;N;;;;;;;1;02;7;02;4;2;1;32;1;157,50200
792;2023;3;48;9;6;2;08;1;:;N;N;1;1;1;3;N;;;;;;;1;02;3;02;4;2;1;0;2;164,96510
792;2023;3;48;9;6;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;124,46770
792;2023;3;48;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;135,39170
793;2023;3;48;9;6;1;18;1;:;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;215,95420
794;2023;3;20;3;1;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;141,40160
794;2023;3;20;3;1;2;09;1;:;S;N;4;1;1;4;N;;;;;;;1;02;3;09;4;1;1;0;2;214,06170
794;2023;3;20;3;6;2;04;1;:;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;166,69450
794;2023;3;20;3;6;2;09;1;:;N;N;4;1;1;3;N;;;;;;;1;02;3;09;4;1;5;0;1;175,23900
795;2023;3;01;9;1;1;18;1;:;N;N;2;3;;;N;;;;;;;4;07;9;01;4;2;;;1;12,24960
796;2023;3;48;1;6;2;18;1;:;N;N;4;1;;;N;;;;;;;4;04;5;04;5;;;;1;183,10630
797;2023;3;48;9;1;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;228,76690
797;2023;3;48;9;6;1;09;1;:;N;N;4;1;1;3;N;;;;;;;1;02;9;02;4;2;1;0;1;248,82130
797;2023;3;48;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;228,76690
797;2023;3;48;9;1;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;03;4;2;1;40;2;241,27550
798;2023;3;48;1;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;242,62320
798;2023;3;48;1;6;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;02;4;2;1;0;1;234,17040
798;2023;3;48;1;6;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;242,62320
798;2023;3;48;1;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;2;02;4;2;1;35;2;247,99640
799;2023;3;20;9;1;2;14;1;:;N;N;2;1;;;N;;;;;;;4;04;1;04;2;;;;1;132,83350
800;2023;3;48;9;1;1;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;1;1;0;1;209,24940
801;2023;3;01;9;1;1;10;1;:;N;N;4;1;1;2;N;;;;;;;1;02;8;02;4;2;1;40;1;73,72050
801;2023;3;01;9;6;3;09;1;:;N;N;4;1;;;S;6;2;S;07;24;S;2;05;5;04;4;2;;;2;73,23540
801;2023;3;01;9;1;1;03;1;:;N;;;;;;;;;;;;;;;;;;;;;3;72,72930
801;2023;3;01;9;6;1;03;1;:;N;;;;;;;;;;;;;;;;;;;;;3;78,22970
802;2023;3;20;9;6;3;13;2;:;N;N;4;1;1;2;N;;;;;;;1;02;9;04;4;2;1;40;1;189,30870
802;2023;3;20;9;1;3;12;1;:;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;2;139,47260
803;2023;3;01;9;1;1;13;1;:;N;N;4;1;2;5;N;;;;;;;1;02;7;04;4;1;5;0;1;91,01690
803;2023;3;01;9;6;2;13;1;:;N;N;2;1;;;N;;;;;;;4;04;3;02;4;2;;;2;46,46100
804;2023;3;20;9;6;2;15;1;:;N;N;4;1;;;N;;;;;;;4;04;9;01;4;2;;;2;122,81190
804;2023;3;20;9;1;2;16;1;:;N;N;2;1;;;N;;;;;;;4;04;7;02;4;1;;;1;119,70160
805;2023;3;48;1;6;1;13;1;:;S;N;4;1;;;N;;;;;;;4;04;;;;;;;2;207,70570
805;2023;3;48;1;1;2;14;1;:;N;N;2;2;;;N;;;;;;;4;07;5;09;4;2;;;1;273,24090
806;2023;3;01;9;1;2;10;1;:;N;N;4;1;1;4;N;;;;;;;1;02;7;04;4;2;1;0;1;36,15340
806;2023;3;01;9;6;2;09;1;:;S;N;4;1;1;4;N;;;;;;;1;02;2;09;4;1;1;0;2;32,11230
806;2023;3;01;9;1;1;03;1;:;S;;;;;;;;;;;;;;;;;;;;;3;31,79870
806;2023;3;01;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;31,79870
807;2023;3;20;9;6;3;13;1;:;N;N;4;1;2;2;N;;;;;;;1;02;9;10;4;2;1;21;2;198,80440
807;2023;3;20;9;1;3;06;2;:;N;N;4;1;1;2;N;;;;;;;1;02;3;04;4;2;1;40;3;319,20950
807;2023;3;20;9;1;2;16;1;:;N;N;2;1;;;N;;;;;;;4;07;7;02;4;2;;;1;302,81430
807;2023;3;20;9;1;3;06;2;:;N;S;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;40;3;347,67470
808;2023;3;20;9;1;1;09;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;02;4;2;1;32;1;226,06050
808;2023;3;20;9;1;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;172,61910
808;2023;3;20;9;1;1;02;1;:;S;;;;;;;;;;;;;;;;;;;;;3;172,61910
808;2023;3;20;9;6;1;09;1;:;S;N;4;1;2;4;N;;;;;;;1;02;3;04;4;2;1;16;2;192,26850
809;2023;3;48;9;1;1;11;1;:;N;N;4;1;1;4;N;;;;;;;1;02;1;02;4;2;1;0;2;193,18590
809;2023;3;48;9;6;1;11;1;:;N;N;4;1;1;4;N;;;;;;;1;02;1;04;4;2;1;0;1;198,67860
809;2023;3;48;9;6;1;06;1;:;N;N;4;2;1;2;N;;;;;;;1;02;3;04;4;2;1;40;3;253,65310
810;2023;3;48;9;1;1;13;1;:;N;N;4;1;1;2;N;;;;;;;1;02;3;02;4;2;1;40;1;234,37390
810;2023;3;48;9;1;1;05;1;:;S;N;4;3;;;S;6;3;S;07;12;S;3;05;;;;;;;3;244,41150
810;2023;3;48;9;6;1;04;1;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;226,59150
810;2023;3;48;9;6;1;05;1;:;S;N;4;2;;;S;6;2;S;07;3;S;3;05;;;;;;;3;226,59150
810;2023;3;48;9;6;3;12;1;:;N;N;4;1;1;2;S;2;2;S;07;12;N;1;02;4;09;4;1;5;35;2;247,82900
811;2023;3;20;3;1;2;12;1;:;N;N;4;2;1;2;N;;;;;;;1;02;1;02;4;2;1;40;2;133,64950
811;2023;3;20;3;1;1;05;1;:;S;N;4;1;;;N;;;;;;;4;04;5;10;4;2;;;3;129,02200
811;2023;3;20;3;6;1;12;1;:;N;N;4;1;;;N;;;;;;;4;04;4;09;4;2;;;1;139,49040
812;2023;3;48;1;1;2;13;1;:;N;N;2;1;;;N;;;;;;;4;04;5;09;4;1;;;1;216,14020
812;2023;3;48;1;6;2;12;1;:;N;N;4;1;;;S;6;2;S;01;36;S;4;04;5;04;4;2;;;2;214,83670
813;2023;3;20;3;6;1;18;1;:;N;N;4;3;;;N;;;;;;;4;07;;;;;;;1;123,91780
814;2023;3;01;9;1;1;11;1;:;N;N;4;1;1;3;N;;;;;;;1;02;7;02;4;2;1;0;1;44,56040
814;2023;3;01;9;6;1;04;1;:;S;S;4;3;;;N;;;;;;;4;04;;;;;;;3;44,78220
815;2023;3;20;9;1;1;13;1;:;N;N;2;1;;;N;;;;;;;4;04;2;06;4;2;;;2;130,74870
815;2023;3;20;9;6;1;13;1;:;N;N;4;2;1;2;N;;;;;;;1;02;5;04;4;2;1;38;1;125,88170
816;2023;3;48;1;6;1;16;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;1;179,66250
817;2023;3;48;9;1;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;2;10;2;;;;1;270,16750
817;2023;3;48;9;6;1;12;1;:;N;N;4;1;1;3;N;;;;;;;1;02;4;09;4;1;1;0;2;205,36940
818;2023;3;01;2;1;2;13;1;:;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;1;194,98580
818;2023;3;01;2;6;1;05;1;:;S;N;4;2;;;N;;;;;;;4;04;5;04;4;2;;;3;179,16310
818;2023;3;01;2;6;2;13;1;:;N;N;2;1;;;N;;;;;;;4;04;5;09;4;1;;;2;178,92910
819;2023;3;20;9;1;3;15;1;:;N;N;2;1;;;N;;;;;;;4;04;3;04;4;2;;;1;108,34630
819;2023;3;20;9;6;1;15;1;:;N;N;2;1;;;N;;;;;;;4;04;8;02;4;2;;;2;111,16160
820;2023;3;48;9;6;1;08;1;:;N;N;4;2;1;4;N;;;;;;;1;02;2;09;4;1;1;32;1;276,09550
820;2023;3;48;9;6;1;01;1;:;S;;;;;;;;;;;;;;;;;;;;;3;230,17940
820;2023;3;48;9;6;1;01;1;:;N;;;;;;;;;;;;;;;;;;;;;3;230,17940
820;2023;3;48;9;1;2;08;1;:;N;N;4;1;1;3;N;;;;;;;1;02;3;08;4;2;5;0;2;295,29700
821;2023;3;20;3;6;1;12;1;:;N;S;4;2;1;2;N;;;;;;;1;02;2;09;4;1;1;35;1;122,57440
821;2023;3;20;3;1;3;11;2;:;N;N;4;1;;;S;6;1;S;07;42;S;2;05;5;04;4;2;;;4;127,14060
822;2023;3;48;1;6;3;09;2;:;N;S;4;1;1;2;N;;;;;;;1;02;5;09;4;2;5;40;1;268,13250
822;2023;3;48;1;1;3;05;2;:;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;314,12280
822;2023;3;48;1;6;3;04;2;:;S;N;4;2;2;2;N;;;;;;;1;02;5;04;4;2;5;20;3;226,30480
