dataset,combination_id,number_of_shared_variables,total_number_variables,ava_ori,distance,linkage_algo,contribution_score1,unicity_score1,contribution_score2,unicity_score2,correlation_difference_sum,correlation_difference_mean,correlation_difference_std,correlation_difference_max,reconstruction_difference_sum,reconstruction_difference_mean,reconstruction_difference_std,reconstruction_difference_max,hr1,hr2,hr_linked
student_dropout,13,3,37,original,gower,lsa,0.1773820350873118,0.060126582278481014,0.1619307352863536,0.060126582278481014,131.14782026847493,0.030024684127398112,0.0313456685028141,0.9415939646815865,128.9579133093357,0.02914962,0.025545398,0.21542318,,,97.26
student_dropout,13,3,37,original,proj_eucl_all_source,lsa,0.1773820350873118,0.060126582278481014,0.1619307352863536,0.060126582278481014,114.94116820542081,0.026314370010398536,0.0296118102640471,0.941593964681587,120.53394355252385,0.027245466,0.0245706,0.15240306,,,96.72
student_dropout,13,3,37,original,row_order,lsa,0.1773820350873118,0.060126582278481014,0.1619307352863536,0.060126582278481014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,78.93
student_dropout,13,3,37,original,random,lsa,0.1773820350873118,0.060126582278481014,0.1619307352863536,0.060126582278481014,147.71892373636092,0.03381843492132805,0.03425853837032967,0.988207527289586,140.11362132430077,0.031671252,0.02586827,0.20243739,,,98.19
student_dropout,14,6,37,avatars,gower,lsa,0.24067593015582797,0.1412748643761302,0.24579993884432347,0.11392405063291139,92.57460468844096,0.03179072963201955,0.03281589836037943,0.9971675032940226,213.1381175890565,0.048177697,0.038603652,0.29834986,91.5,88.58,98.55
student_dropout,14,6,37,avatars,proj_eucl_all_source,lsa,0.24067593015582797,0.1412748643761302,0.24579993884432347,0.11392405063291139,84.1965543093664,0.02891365189195275,0.030658212603856188,1.0138977642115734,208.23895421624184,0.047070287,0.037484262,0.2656522,91.5,88.58,98.73
student_dropout,14,6,37,avatars,row_order,lsa,0.24067593015582797,0.1412748643761302,0.24579993884432347,0.11392405063291139,80.05754656291904,0.02749228934166176,0.025905433149895976,0.980437242376472,198.92508756369352,0.04496498,0.035863068,0.22422355,91.5,88.58,95.19
student_dropout,14,6,37,avatars,random,lsa,0.24067593015582797,0.1412748643761302,0.24579993884432347,0.11392405063291139,105.6679900520943,0.03628708449591151,0.03651633740094582,0.9971675032940226,220.95792124420404,0.04994528,0.038393967,0.25639758,91.5,88.58,98.89
student_dropout,14,6,37,original,gower,lsa,0.24643528924554103,0.17902350813743217,0.240309154292604,0.17902350813743217,95.27578163601726,0.025666967035564994,0.027491790220468843,0.894980402073587,96.59368473105133,0.021834016,0.02234415,0.17954676,,,92.59
student_dropout,14,6,37,original,proj_eucl_all_source,lsa,0.24643528924554103,0.17902350813743217,0.240309154292604,0.17902350813743217,67.3538928427309,0.0181449064770288,0.02198239520455668,0.8017532768575885,65.1992161590606,0.014737617,0.016714087,0.13393992,,,89.49
student_dropout,14,6,37,original,row_order,lsa,0.24643528924554103,0.17902350813743217,0.240309154292604,0.17902350813743217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,70.19
student_dropout,14,6,37,original,random,lsa,0.24643528924554103,0.17902350813743217,0.240309154292604,0.17902350813743217,119.96971306510525,0.03231942701107361,0.03325100309509275,1.0068529523327856,118.80287156067789,0.026854176,0.02616462,0.19891246,,,95.68
student_dropout,15,8,37,avatars,gower,lsa,0.36937338158366206,0.9753616636528029,0.3156960410609952,0.9547920433996383,70.28652710124251,0.03227113273702595,0.030117342662382307,0.5388983346549844,211.14702159538865,0.047727626,0.03801108,0.24450138,90.8,90.35,98.53
student_dropout,15,8,37,avatars,proj_eucl_all_source,lsa,0.36937338158366206,0.9753616636528029,0.3156960410609952,0.9547920433996383,57.139432785441585,0.026234817624169692,0.024021428680517237,0.4148103516571934,209.69244113191962,0.047398835,0.036815766,0.24563009,90.8,90.35,98.06
student_dropout,15,8,37,avatars,row_order,lsa,0.36937338158366206,0.9753616636528029,0.3156960410609952,0.9547920433996383,56.38377433269646,0.02588786700307459,0.023666256477621224,0.45507775323640587,207.46310264244676,0.046894915,0.03757219,0.3438422,90.8,90.35,95.95
student_dropout,15,8,37,avatars,random,lsa,0.36937338158366206,0.9753616636528029,0.3156960410609952,0.9547920433996383,87.46177446898076,0.04015692124379282,0.03805103466034471,0.674456693502923,215.91096434742212,0.04880447,0.037385464,0.25179803,90.8,90.35,98.67
student_dropout,15,8,37,original,gower,lsa,0.37117159034434183,0.8695750452079566,0.3177509416484881,0.8695750452079566,61.64055701249436,0.022678644964125957,0.022361721809794125,0.4542151449881563,91.0379951223731,0.02057821,0.02373022,0.20049582,,,92.25
student_dropout,15,8,37,original,proj_eucl_all_source,lsa,0.37117159034434183,0.8695750452079566,0.3177509416484881,0.8695750452079566,5.9977123354636355,0.002206663846748946,0.0031668886583284418,0.09687674503253907,11.919474167749286,0.0026942752,0.009036895,0.11766802,,,76.79
student_dropout,15,8,37,original,row_order,lsa,0.37117159034434183,0.8695750452079566,0.3177509416484881,0.8695750452079566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,82.46
student_dropout,15,8,37,original,random,lsa,0.37117159034434183,0.8695750452079566,0.3177509416484881,0.8695750452079566,93.7533630792449,0.03449351106668319,0.03314724651134396,0.6454389714982293,135.00111928209662,0.030515626,0.026369454,0.22189438,,,95.61
student_dropout,16,5,37,avatars,gower,lsa,0.28551815586788776,0.9981916817359855,0.255205745121874,0.9988698010849909,121.59571452720016,0.03268702003419359,0.032242730691471426,0.9850728391047723,208.22546495869756,0.04706724,0.036565088,0.28116173,89.99,88.68,99.03
student_dropout,16,5,37,avatars,proj_eucl_all_source,lsa,0.28551815586788776,0.9981916817359855,0.255205745121874,0.9988698010849909,109.45696510364354,0.029423915350441813,0.02814433029610514,1.0084490372642372,211.29843689501286,0.04776185,0.03763494,0.23649025,89.99,88.68,99.03
student_dropout,16,5,37,avatars,row_order,lsa,0.28551815586788776,0.9981916817359855,0.255205745121874,0.9988698010849909,91.32323852615338,0.0245492576683208,0.02431134229980031,0.9383204427858428,188.29915775172412,0.042563103,0.0343526,0.25449383,89.99,88.68,96.65
student_dropout,16,5,37,avatars,random,lsa,0.28551815586788776,0.9981916817359855,0.255205745121874,0.9988698010849909,132.66909646585444,0.035663735609100654,0.035279315178618244,0.97338474002504,209.23291965574026,0.047294963,0.037146665,0.2523604,89.99,88.68,99.3
student_dropout,16,5,37,original,gower,lsa,0.26969411984116154,0.9215641952983725,0.2562579321157145,0.9215641952983725,95.77136502793935,0.020376886176157308,0.02046851211831628,0.6712353015551905,93.42536908388138,0.02111785,0.02547587,0.17453618,,,94.03
student_dropout,16,5,37,original,proj_eucl_all_source,lsa,0.26969411984116154,0.9215641952983725,0.2562579321157145,0.9215641952983725,10.449290042496497,0.0022232532005311695,0.003151232936426577,0.1369253418238509,9.279695626348257,0.0020975803,0.008818811,0.12544517,,,90.19
student_dropout,16,5,37,original,row_order,lsa,0.26969411984116154,0.9215641952983725,0.2562579321157145,0.9215641952983725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,86.98
student_dropout,16,5,37,original,random,lsa,0.26969411984116154,0.9215641952983725,0.2562579321157145,0.9215641952983725,152.0836599011292,0.03235822551087856,0.032595308027187755,1.0161756648543856,143.43810005486012,0.032422718,0.026775455,0.1859539,,,98.21
student_dropout,17,9,37,avatars,gower,lsa,0.45179244036462035,0.9972875226039783,0.36358800845353184,0.9907323688969258,55.71898679766288,0.027638386308364515,0.027224952678949244,0.9453626437667143,211.4655039086938,0.047799617,0.036714256,0.24497923,91.52,93.06,98.71
student_dropout,17,9,37,avatars,proj_eucl_all_source,lsa,0.45179244036462035,0.9972875226039783,0.36358800845353184,0.9907323688969258,48.92228153141748,0.024267004727885656,0.023510164571951903,0.8583519655895878,213.03311060369015,0.04815396,0.03753851,0.23996717,91.52,93.06,98.42
student_dropout,17,9,37,avatars,row_order,lsa,0.45179244036462035,0.9972875226039783,0.36358800845353184,0.9907323688969258,53.399028664196784,0.02648761342470078,0.025333033522752717,0.9671153133109958,200.67379139736295,0.045360263,0.03573885,0.2874215,91.52,93.06,97.56
student_dropout,17,9,37,avatars,random,lsa,0.45179244036462035,0.9972875226039783,0.36358800845353184,0.9907323688969258,68.52436251826951,0.03399025918564955,0.03221500885684888,1.0106206523995591,219.92064539715648,0.049710818,0.038037643,0.23639569,91.52,93.06,98.89
student_dropout,17,9,37,original,gower,lsa,0.4423400520984384,0.9950271247739603,0.3661250202788232,0.9950271247739603,54.189145217706255,0.01905384852943258,0.01947733879552796,0.6432671639903906,86.96741463243961,0.019658096,0.023143258,0.16906089,,,92.52
student_dropout,17,9,37,original,proj_eucl_all_source,lsa,0.4423400520984384,0.9950271247739603,0.3661250202788232,0.9950271247739603,1.1448627302406518,0.00040255370261626285,0.0005071549325219928,0.09656510913346214,0.5050069615244865,0.00011415166,0.002255715,0.09395489,,,85.31
student_dropout,17,9,37,original,row_order,lsa,0.4423400520984384,0.9950271247739603,0.3661250202788232,0.9950271247739603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,87.75
student_dropout,17,9,37,original,random,lsa,0.4423400520984384,0.9950271247739603,0.3661250202788232,0.9950271247739603,83.2827076295865,0.02928365247172521,0.029317998982504506,0.9788848147679864,131.36876123026013,0.029694567,0.025393723,0.21624738,,,97.6
student_dropout,18,3,37,avatars,gower,lsa,0.13071055176842827,0.04385171790235081,0.10419371909443498,0.045660036166365284,135.7862043768323,0.03428944554970514,0.033778975203635146,1.0018875076679328,212.34425113722682,0.04799825,0.036906797,0.3524637,89.96,87.18,99.12
student_dropout,18,3,37,avatars,proj_eucl_all_source,lsa,0.13071055176842827,0.04385171790235081,0.10419371909443498,0.045660036166365284,129.1802463968752,0.03262127434264525,0.03296474808631437,1.0018875076679328,213.86611293256283,0.04834225,0.036893185,0.26021522,89.96,87.18,99.3
student_dropout,18,3,37,avatars,row_order,lsa,0.13071055176842827,0.04385171790235081,0.10419371909443498,0.045660036166365284,103.9410653278057,0.026247743769647905,0.024866127508941883,0.8869087273177165,187.30214543640614,0.042337738,0.03275959,0.20460318,89.96,87.18,96.27
student_dropout,18,3,37,avatars,random,lsa,0.13071055176842827,0.04385171790235081,0.10419371909443498,0.045660036166365284,143.33526870317542,0.0361957749250443,0.0352100533648818,1.0018875076679326,209.59753870218992,0.04737738,0.03678404,0.2334661,89.96,87.18,99.28
student_dropout,18,3,37,original,gower,lsa,0.12085317162441102,0.007459312839059674,0.11629981949742417,0.007459312839059674,147.8633541234828,0.02823975441624958,0.030066979499486203,0.9975302398111856,130.52477994188666,0.029503793,0.025311247,0.23072967,,,98.1
student_dropout,18,3,37,original,proj_eucl_all_source,lsa,0.12085317162441102,0.007459312839059674,0.11629981949742417,0.007459312839059674,135.43522686816104,0.02586616250346849,0.029675803737390056,0.9788848147679864,119.01302460953593,0.026901677,0.0232136,0.16489263,,,98.35
student_dropout,18,3,37,original,row_order,lsa,0.12085317162441102,0.007459312839059674,0.11629981949742417,0.007459312839059674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,91.55
student_dropout,18,3,37,original,random,lsa,0.12085317162441102,0.007459312839059674,0.11629981949742417,0.007459312839059674,166.1712821082048,0.03173630292364492,0.032059209778176855,1.0068529523327856,146.37325719371438,0.03308618,0.027731435,0.20920952,,,98.1
student_dropout,19,7,37,avatars,gower,lsa,0.3600638784581656,0.9948010849909584,0.30337983628565174,0.9884719710669078,92.37226124055681,0.032756121007289654,0.02997159799347541,0.5599472954721053,208.3854949325323,0.047103412,0.03670832,0.29714495,91.03,89.56,99.07
student_dropout,19,7,37,avatars,proj_eucl_all_source,lsa,0.3600638784581656,0.9948010849909584,0.30337983628565174,0.9884719710669078,77.73413556774017,0.02756529630061708,0.025664046664674405,0.46335172105479233,208.1484568733722,0.047049835,0.037102338,0.24682738,91.03,89.56,98.85
student_dropout,19,7,37,avatars,row_order,lsa,0.3600638784581656,0.9948010849909584,0.30337983628565174,0.9884719710669078,71.23796478671274,0.025261689640678275,0.022484178412974683,0.4750520655318268,186.88299569487572,0.042242993,0.033671863,0.24974653,91.03,89.56,96.34
student_dropout,19,7,37,avatars,random,lsa,0.3600638784581656,0.9948010849909584,0.30337983628565174,0.9884719710669078,107.49425895613072,0.038118531544727205,0.03427491251664175,0.6223922458931616,210.52829533815384,0.047587767,0.03639016,0.24076025,91.03,89.56,99.28
student_dropout,19,7,37,original,gower,lsa,0.3550220399245048,0.9654159132007233,0.31448032328454123,0.9654159132007233,78.0135148567727,0.02119932468934041,0.02027123296754654,0.4210484450447146,91.89919237792492,0.020772876,0.023965837,0.19973464,,,94.6
student_dropout,19,7,37,original,proj_eucl_all_source,lsa,0.3550220399245048,0.9654159132007233,0.31448032328454123,0.9654159132007233,4.612974645978194,0.0012535257190158138,0.001448410437982649,0.03918258504379021,3.3434686101973057,0.0007557569,0.0053953994,0.0992634,,,89.38
student_dropout,19,7,37,original,row_order,lsa,0.3550220399245048,0.9654159132007233,0.31448032328454123,0.9654159132007233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,89.1
student_dropout,19,7,37,original,random,lsa,0.3550220399245048,0.9654159132007233,0.31448032328454123,0.9654159132007233,122.16279849845994,0.033196412635451075,0.03147765302518133,0.6379105254822043,138.9979920461774,0.03141908,0.025646647,0.21053147,,,97.54
student_performance,0,10,33,avatars,gower,lsa,0.5023075013985028,0.9518987341772152,0.5047396834709303,0.9468354430379747,28.15910450362793,0.07651930571638023,0.04962633496439876,0.26962250285571465,26.306240141391754,0.06659807,0.04743099,0.24157691,89.62,89.37,98.99
student_performance,0,10,33,avatars,proj_eucl_all_source,lsa,0.5023075013985028,0.9518987341772152,0.5047396834709303,0.9468354430379747,25.73248144526559,0.0699252213186565,0.042228871546054786,0.2520294697589574,24.27204407006502,0.061448216,0.04558563,0.2796916,89.62,89.37,99.49
student_performance,0,10,33,avatars,row_order,lsa,0.5023075013985028,0.9518987341772152,0.5047396834709303,0.9468354430379747,27.72962880841959,0.07535225219679237,0.050861824045122205,0.2803208855693505,24.06170842051506,0.060915716,0.044963695,0.24261335,89.62,89.37,98.48
student_performance,0,10,33,avatars,random,lsa,0.5023075013985028,0.9518987341772152,0.5047396834709303,0.9468354430379747,29.420924001569258,0.07994816304774255,0.05524519459237206,0.30065093178837304,26.312886886298656,0.0666149,0.04867315,0.23639385,89.62,89.37,99.49
student_performance,0,10,33,original,gower,lsa,0.5106656226039022,1.0,0.49335622040461546,1.0,23.206634832833924,0.06306150769791828,0.04002905401048689,0.19441658662874534,13.422526277601719,0.033981077,0.03885611,0.24153702,,,91.14
student_performance,0,10,33,original,proj_eucl_all_source,lsa,0.5106656226039022,1.0,0.49335622040461546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,80.51
student_performance,0,10,33,original,row_order,lsa,0.5106656226039022,1.0,0.49335622040461546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,80.51
student_performance,0,10,33,original,random,lsa,0.5106656226039022,1.0,0.49335622040461546,1.0,29.385535357670005,0.07985199825453805,0.05455599972942918,0.32718626524331595,19.748905509710312,0.04999723,0.037779514,0.22063491,,,97.97
student_performance,1,3,33,avatars,gower,lsa,0.11284902311539069,0.020253164556962026,0.10392768517755875,0.020253164556962026,48.1955578755176,0.07302357253866303,0.0498537308434933,0.3877627243957138,24.991993729025126,0.06327087,0.046958294,0.29453138,91.39,87.59,99.75
student_performance,1,3,33,avatars,proj_eucl_all_source,lsa,0.11284902311539069,0.020253164556962026,0.10392768517755875,0.020253164556962026,43.584243841186236,0.06603673309270641,0.04765152127615525,0.33760281981939283,24.91152384877205,0.06306715,0.044136602,0.2414387,91.39,87.59,99.24
student_performance,1,3,33,avatars,row_order,lsa,0.11284902311539069,0.020253164556962026,0.10392768517755875,0.020253164556962026,42.92940934601335,0.06504455961517175,0.0445392450226842,0.24959649106650134,20.78673604130745,0.052624647,0.042833712,0.23045842,91.39,87.59,99.24
student_performance,1,3,33,avatars,random,lsa,0.11284902311539069,0.020253164556962026,0.10392768517755875,0.020253164556962026,49.0407822796116,0.07430421557516909,0.0510518646878085,0.3869073192652217,21.973288916051388,0.055628583,0.041123025,0.20368369,91.39,87.59,99.24
student_performance,1,3,33,original,gower,lsa,0.12201812743794656,0.020253164556962026,0.10401451264688576,0.020253164556962026,50.51206181155699,0.07653342698720755,0.05287706378583564,0.3836538895957211,19.935586966574192,0.05046984,0.03827419,0.20645046,,,97.97
student_performance,1,3,33,original,proj_eucl_all_source,lsa,0.12201812743794656,0.020253164556962026,0.10401451264688576,0.020253164556962026,44.929512449613526,0.06807501886305081,0.04997205902137292,0.3776942175243313,19.2159601226449,0.048648,0.038585395,0.18737157,,,97.47
student_performance,1,3,33,original,row_order,lsa,0.12201812743794656,0.020253164556962026,0.10401451264688576,0.020253164556962026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,83.8
student_performance,1,3,33,original,random,lsa,0.12201812743794656,0.020253164556962026,0.10401451264688576,0.020253164556962026,52.04333041779563,0.07885353093605399,0.057047004385517956,0.3907378651111953,20.044650346040726,0.050745953,0.03760433,0.18689096,,,98.99
student_performance,2,7,33,avatars,gower,lsa,0.39240118553457953,0.7974683544303798,0.31112511444991253,0.7569620253164557,37.20185625264835,0.07086067857647305,0.050767658319424924,0.3204064900867503,25.31624386459589,0.06409176,0.048025478,0.28943402,91.65,89.87,100.0
student_performance,2,7,33,avatars,proj_eucl_all_source,lsa,0.39240118553457953,0.7974683544303798,0.31112511444991253,0.7569620253164557,33.20119463944958,0.06324037074180873,0.04467999487180042,0.2769044722223653,23.578596733510494,0.059692655,0.0466714,0.20861238,91.65,89.87,99.75
student_performance,2,7,33,avatars,row_order,lsa,0.39240118553457953,0.7974683544303798,0.31112511444991253,0.7569620253164557,32.59526465950002,0.06208621839904767,0.044745827418866325,0.2776165926396058,23.0155563428998,0.058267232,0.044716,0.23118494,91.65,89.87,98.73
student_performance,2,7,33,avatars,random,lsa,0.39240118553457953,0.7974683544303798,0.31112511444991253,0.7569620253164557,39.4542199832731,0.07515089520623448,0.05285147536356516,0.3739415416540055,23.979086741805077,0.060706552,0.048596933,0.31002438,91.65,89.87,99.49
student_performance,2,7,33,original,gower,lsa,0.3880968110045377,0.9215189873417722,0.30457100830914663,0.9215189873417722,29.534008604490335,0.05625525448474349,0.03993721103988185,0.21976290763250036,15.343613840639591,0.038844593,0.03913646,0.18133609,,,96.46
student_performance,2,7,33,original,proj_eucl_all_source,lsa,0.3880968110045377,0.9215189873417722,0.30457100830914663,0.9215189873417722,6.041671233773435,0.011507945207187497,0.010294425242824255,0.06753211870801255,2.16765958070755,0.005487746,0.016929157,0.16802764,,,87.59
student_performance,2,7,33,original,row_order,lsa,0.3880968110045377,0.9215189873417722,0.30457100830914663,0.9215189873417722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,87.09
student_performance,2,7,33,original,random,lsa,0.3880968110045377,0.9215189873417722,0.30457100830914663,0.9215189873417722,41.68795176942529,0.07940562241795293,0.05210289728226778,0.34960756352054306,22.22010349482298,0.05625343,0.0446817,0.28575507,,,98.99
student_performance,3,10,33,avatars,gower,lsa,0.45610534415116905,0.9822784810126582,0.45751710437830523,0.9670886075949368,26.267714165851242,0.07004723777560332,0.05057882753169048,0.32403956637847814,24.04991626739502,0.060885865,0.046810325,0.25548583,90.63,86.58,99.49
student_performance,3,10,33,avatars,proj_eucl_all_source,lsa,0.45610534415116905,0.9822784810126582,0.45751710437830523,0.9670886075949368,26.04611033882081,0.06945629423685551,0.05238518569103978,0.3018833095015475,23.515059925615788,0.059531797,0.046222515,0.22017142,90.63,86.58,99.49
student_performance,3,10,33,avatars,row_order,lsa,0.45610534415116905,0.9822784810126582,0.45751710437830523,0.9670886075949368,26.50021219458451,0.07066723251889202,0.05210586667436537,0.27140109813459323,23.008327089250088,0.058248926,0.042009015,0.25730214,90.63,86.58,99.24
student_performance,3,10,33,avatars,random,lsa,0.45610534415116905,0.9822784810126582,0.45751710437830523,0.9670886075949368,29.65032912837472,0.0790675443423326,0.0540745334037308,0.365404680796906,24.315469406545162,0.061558146,0.045558855,0.26888606,90.63,86.58,99.24
student_performance,3,10,33,original,gower,lsa,0.45746802282330645,0.9772151898734177,0.4608423733308151,0.9772151898734177,20.854010787538982,0.05561069543343729,0.035531661729062955,0.19398488278856602,12.513098552823067,0.031678732,0.034101438,0.18608263,,,96.2
student_performance,3,10,33,original,proj_eucl_all_source,lsa,0.45746802282330645,0.9772151898734177,0.4608423733308151,0.9772151898734177,1.209143272024678,0.0032243820587324746,0.0037226900294895946,0.024146657564970204,0.27537112683057785,0.0006971421,0.005220529,0.065462306,,,86.58
student_performance,3,10,33,original,row_order,lsa,0.45746802282330645,0.9772151898734177,0.4608423733308151,0.9772151898734177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,86.58
student_performance,3,10,33,original,random,lsa,0.45746802282330645,0.9772151898734177,0.4608423733308151,0.9772151898734177,25.95461759280333,0.06921231358080888,0.05853819534415554,0.3568053662989073,19.083051446825266,0.048311524,0.036210276,0.18189034,,,98.48
student_performance,4,14,33,avatars,gower,lsa,0.5977017408426607,1.0,0.6298024912563756,0.9924050632911392,24.386152094237175,0.06699492333581641,0.046439160555557704,0.2947962100026542,25.15483497083187,0.06368312,0.04885318,0.23140731,91.39,86.58,99.24
student_performance,4,14,33,avatars,proj_eucl_all_source,lsa,0.5977017408426607,1.0,0.6298024912563756,0.9924050632911392,21.722275517944244,0.059676581093253425,0.03678300285131706,0.20737846919327982,26.249906048178673,0.06645545,0.047891833,0.24328464,91.39,86.58,99.24
student_performance,4,14,33,avatars,row_order,lsa,0.5977017408426607,1.0,0.6298024912563756,0.9924050632911392,24.43592109975382,0.06713165137295005,0.041304505921054294,0.25348789779901987,23.702841863036156,0.060007196,0.047468983,0.23218639,91.39,86.58,98.48
student_performance,4,14,33,avatars,random,lsa,0.5977017408426607,1.0,0.6298024912563756,0.9924050632911392,29.200267433202654,0.08022051492638092,0.05284017288207836,0.3310214887570455,23.13307673484087,0.05856475,0.04514717,0.21430703,91.39,86.58,99.24
student_performance,4,14,33,original,gower,lsa,0.5950664892351796,0.9974683544303797,0.6263071248314623,0.9974683544303797,17.49844407600234,0.04807264856044598,0.03229622491813719,0.2014308556799361,11.508732341229916,0.02913603,0.0343577,0.185189,,,89.87
student_performance,4,14,33,original,proj_eucl_all_source,lsa,0.5950664892351796,0.9974683544303797,0.6263071248314623,0.9974683544303797,0.7614963063131895,0.002092022819541729,0.002028100361210498,0.022980605132034815,0.09547257423400879,0.00024170271,0.0038312487,0.072871566,,,79.49
student_performance,4,14,33,original,row_order,lsa,0.5950664892351796,0.9974683544303797,0.6263071248314623,0.9974683544303797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,79.49
student_performance,4,14,33,original,random,lsa,0.5950664892351796,0.9974683544303797,0.6263071248314623,0.9974683544303797,26.847630306663735,0.07375722611720806,0.0550035285001681,0.32365361021212,18.234393820166588,0.046163023,0.03655568,0.21396798,,,97.22
student_performance,5,4,33,avatars,gower,lsa,0.17383515140133335,0.189873417721519,0.18491693387494015,0.18227848101265823,44.66629172216746,0.0712381048200438,0.051631656016210455,0.3393722599900581,23.69620620459318,0.05999039,0.045699283,0.21535867,91.39,86.58,98.99
student_performance,5,4,33,avatars,proj_eucl_all_source,lsa,0.17383515140133335,0.189873417721519,0.18491693387494015,0.18227848101265823,42.12937069880305,0.06719197878596977,0.04576044011428581,0.27813008480542445,23.031066723167896,0.0583065,0.046832297,0.27171206,91.39,86.58,99.75
student_performance,5,4,33,avatars,row_order,lsa,0.17383515140133335,0.189873417721519,0.18491693387494015,0.18227848101265823,42.07868923447651,0.06711114710442825,0.04648140429977537,0.3077350442340237,21.977888025343418,0.055640224,0.042195782,0.22417508,91.39,86.58,100.0
student_performance,5,4,33,avatars,random,lsa,0.17383515140133335,0.189873417721519,0.18491693387494015,0.18227848101265823,48.44003025225261,0.07725682655861661,0.056736601987887124,0.35334150584187807,23.45164553821087,0.05937126,0.0455745,0.220582,91.39,86.58,99.49
student_performance,5,4,33,original,gower,lsa,0.18204246407930413,0.21518987341772153,0.18724463268482092,0.21518987341772153,42.71396404035252,0.06812434456196574,0.05113446286226647,0.3420371941924096,18.612954199314117,0.047121402,0.0420759,0.25380045,,,98.48
student_performance,5,4,33,original,proj_eucl_all_source,lsa,0.18204246407930413,0.21518987341772153,0.18724463268482092,0.21518987341772153,35.27762595382404,0.056264156226194635,0.042215675024981025,0.23652019174215613,14.458084918558598,0.036602747,0.037048925,0.18528195,,,96.96
student_performance,5,4,33,original,row_order,lsa,0.18204246407930413,0.21518987341772153,0.18724463268482092,0.21518987341772153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,91.14
student_performance,5,4,33,original,random,lsa,0.18204246407930413,0.21518987341772153,0.18724463268482092,0.21518987341772153,51.00112496916645,0.08134150712785716,0.05453761864880795,0.40286171135987225,19.68355629965663,0.049831785,0.03953931,0.21001925,,,98.23
student_performance,6,9,33,avatars,gower,lsa,0.45097602356318306,0.9873417721518988,0.48327519349584913,0.9873417721518988,33.41516035805829,0.07458741151352297,0.04506159779561184,0.28538013526847994,24.83672186732292,0.06287778,0.048110474,0.20736751,89.87,89.62,100.0
student_performance,6,9,33,avatars,proj_eucl_all_source,lsa,0.45097602356318306,0.9873417721518988,0.48327519349584913,0.9873417721518988,30.885345312435444,0.0689405029295434,0.043753161684633717,0.2230469586704225,24.744691736996174,0.06264479,0.0494477,0.2407746,89.87,89.62,99.24
student_performance,6,9,33,avatars,row_order,lsa,0.45097602356318306,0.9873417721518988,0.48327519349584913,0.9873417721518988,31.489013460131147,0.07028797647350703,0.04712255305922008,0.2569509998956747,21.977230958640575,0.055638555,0.043062996,0.26177484,89.87,89.62,98.99
student_performance,6,9,33,avatars,random,lsa,0.45097602356318306,0.9873417721518988,0.48327519349584913,0.9873417721518988,36.189448031310135,0.08078001792703156,0.050905558515557565,0.2693736535488165,22.85543030500412,0.05786185,0.042251907,0.21097146,89.87,89.62,98.99
student_performance,6,9,33,original,gower,lsa,0.4573219993794684,0.9949367088607595,0.4813189202053677,0.9949367088607595,23.594894374805822,0.052667174943762995,0.03591107471210919,0.23716893503101782,12.32064139097929,0.031191494,0.036781974,0.24276094,,,91.9
student_performance,6,9,33,original,proj_eucl_all_source,lsa,0.4573219993794684,0.9949367088607595,0.4813189202053677,0.9949367088607595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,84.81
student_performance,6,9,33,original,row_order,lsa,0.4573219993794684,0.9949367088607595,0.4813189202053677,0.9949367088607595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,84.81
student_performance,6,9,33,original,random,lsa,0.4573219993794684,0.9949367088607595,0.4813189202053677,0.9949367088607595,33.68035164785285,0.0751793563568144,0.04857851038540486,0.2773611494565926,18.501405715942383,0.046839,0.03734823,0.19931042,,,97.22
student_performance,7,2,33,avatars,gower,lsa,0.10159478880375461,0.020253164556962026,0.09298553059269248,0.020253164556962026,54.671720986336666,0.080163813762957,0.05473936378882748,0.3935734178755811,25.332047700881958,0.06413177,0.048190083,0.27826154,92.15,90.38,99.24
student_performance,7,2,33,avatars,proj_eucl_all_source,lsa,0.10159478880375461,0.020253164556962026,0.09298553059269248,0.020253164556962026,50.734813269521744,0.07439122180281779,0.05414611936559029,0.3377777678836119,25.52963011711836,0.06463197,0.04655716,0.22977677,92.15,90.38,100.0
